tracks,idTracks,artist,idArtist,nameAlbumTr,idAlbumTr,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Eurovision (feat. Rondodasosa, Baby Gang, A2 Anti, Morad, Beny Jr, Ashe 22 & Freeze corleone)",4f5TKGvkD4TkTjr61GKNAG,"['Central Cee', 'Rondodasosa', 'Freeze corleone', 'Baby Gang', 'A2 Anti', 'Morad', 'Beny Jr', 'ASHE 22']","['5H4yInM5zmHqpKIoMNAx4r', '61bQ4nwIioR8w6PGxzpyY3', '76Pl0epAMXVXJspaSuz8im', '3LvwPiJQJ0da0GurKMToV0', '3TTq94wgOIj0skk2wT8bnb', '4az97MtWmBQ5Db3GfDh9j9', '22dFwJoRBV51ue5TGnC7Dt', '3tTvSeZiFDP3CY5EdPGcR4']",23,0SakL2ra5Cik5yQgKQBHGp,0.741,0.735,10,-6.511,0,0.299,0.22,0.0,0.185,0.737,144.024,243776
Shakerando,4EC028SvtlC25iHQSG2OIa,Rhove,44DWomjW1oDuxIoBIRpmQ4,Shakerando,4ZF92wezwJWluQn4CQcXLJ,0.855,0.805,7,-5.651,0,0.191,0.764,0.00708,0.302,0.469,135.009,195556
SUITE HOTEL,1NRnu8LjiJM3cHcPYy6rs9,"['Simba La Rue', 'Bobo']","['2PEMswqQspTSsAltdeF5kO', '4W6DLx1j8rZzzcbMuUd42J']",CRIMI,0A6H9ZeitwXVP5FpsY8Vud,0.843,0.506,8,-8.769,1,0.391,0.0377,0.00904,0.168,0.578,139.853,139929
ALIBI,1zfszqoisdKWCIfFToaMHi,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.753,0.705,0,-4.781,1,0.0734,0.286,0.0,0.102,0.535,113.037,178052
Lei (feat. Bené),1fdL0yW2DHzcOOUF0fZFv8,"['Baby Gang', 'Bené']","['3LvwPiJQJ0da0GurKMToV0', '3KQ6K5tg4iklLDO1cNnunn']",EP2,06BFpQi8sfXz6yQXlITPky,0.642,0.588,8,-7.754,0,0.342,0.544,0.0,0.246,0.525,177.056,212285
JEANS (feat. Capo Plaza),1glWE7KRrRlskjMDGWLX7I,"['Keta', 'Capo Plaza']","['0noBqdN1IGlVyoYkpd6Vrn', '5SulO4l40qDuV9zUGLZx7n']",ERROR 442,3cvVjdslZvZ8Ti1BeDXxEU,0.636,0.798,7,-4.731,0,0.0708,0.18,0.0,0.077,0.683,142.023,196056
STURDY,5KYHtcY0dtXkSxZwtVMjgp,"['Rondodasosa', 'Nko']","['61bQ4nwIioR8w6PGxzpyY3', '4kTOsBwxhA2Sn4PSs7PqnN']",STURDY,368Ku2KAei8qwbELqc1Rzl,0.564,0.81,1,-5.451,1,0.363,0.0131,0.0,0.0704,0.407,143.85,237632
3 PALI,58Zg9AJY4OVnoFrSjzU7SP,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.462,0.759,11,-5.226,0,0.154,0.147,0.0,0.145,0.301,136.257,192827
HOOD LOVE (feat. J Lord & Baby Gang),4j5Lq8BIPMKFKcNj0WHjRK,"['Dat Boi Dee', 'J Lord', 'Baby Gang']","['3wDn3kW2zDRLnaQAnX0S3x', '1SDzdhISMGaEQzOCaJQ45C', '3LvwPiJQJ0da0GurKMToV0']",HOOD LOVE (feat. J Lord & Baby Gang),5IzlR00fkhX4RZcEzcVeAM,0.702,0.801,11,-5.224,0,0.3,0.45,0.0,0.113,0.505,87.354,146229
Guérrilla,5NUTv7iUQY77PyEqyqlgRw,Nabi,5CqlDzj8DSqsklkXuTYfSd,Guérrilla,5OWqkBgQPvdll9AmXdjrBe,0.784,0.909,6,-6.858,0,0.129,0.231,1.35e-05,0.0708,0.284,141.959,145920
CHINGA (feat. Simba La Rue),2tYczSXwMmsf5xkvGXa0wU,"['Rondodasosa', 'Nko', 'Simba La Rue']","['61bQ4nwIioR8w6PGxzpyY3', '4kTOsBwxhA2Sn4PSs7PqnN', '2PEMswqQspTSsAltdeF5kO']",CHINGA (feat. Simba La Rue),7mLHKibsGaCiGa0uL3KE7s,0.64,0.848,1,-3.544,1,0.197,0.0585,0.0,0.116,0.687,132.248,184247
BUGIA (feat. Tory Lanez),7hbcRsR3AfOtNfjRrZAChl,"['Lazza', 'Tory Lanez']","['0jdNdfi4vAuVi7a6cPDFBM', '2jku7tDXc6XoB6MO2hFuqg']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.693,0.784,9,-5.678,0,0.046,0.0458,0.0,0.165,0.349,99.914,204227
Cella 3,0VkRsiJbqTffovcsUYQBFA,Baby Gang,3LvwPiJQJ0da0GurKMToV0,EP2,06BFpQi8sfXz6yQXlITPky,0.82,0.733,10,-7.571,0,0.346,0.328,0.0,0.112,0.0397,93.81,143516
Compliquè (feat. Shiva & Ghali),4NAGAsgNfPY2zoP8JfSGXc,"['Rhove', 'Shiva', 'Ghali']","['44DWomjW1oDuxIoBIRpmQ4', '2K5nCggbhSZ00YCYP5qkZS', '3egWSWp7Y4FyCKIyvXbw7L']",PROVINCIALE,3neHYsGA6MSGSahkig6gCq,0.863,0.612,1,-8.357,1,0.282,0.384,0.0,0.144,0.341,118.975,197647
Storie tristi,7LFbu8XxTNvATZ1GfAibQZ,"['Paky', 'Night Skinny']","['1KQJOTeIMbixtnSWY4sYs2', '2E6AK3UPEGCvjnzuygCh2h']",Salvatore,5YMLvb4ZjBfVwJMf6dTKRZ,0.711,0.627,6,-7.661,0,0.0691,0.187,0.000204,0.0933,0.198,87.966,167813
MOLOTOV,788C9y2A5GSzMZ3uRYStBl,Lazza,0jdNdfi4vAuVi7a6cPDFBM,MOLOTOV,0CX9SGqogc6UNWCe0tG3Hu,0.613,0.96,5,-4.343,0,0.0542,0.265,0.0,0.24,0.669,159.98,160205
BUBBLE (feat. thasup & Salmo),3fIB4IEcvjlzItwnFUvIBk,"['Takagi & Ketra', 'thasup', 'Salmo']","['76UCIJTB0jcJvBaL0CdIqx', '19i93sA0D7yS9dYoVNBqAA', '3hBQ4zniNdQf1cqqo6hzuW']",BUBBLE (feat. thasup & Salmo),2yuspE1GL8YQLrOboKtwWp,0.803,0.709,9,-6.54,0,0.0432,0.0769,0.0,0.286,0.706,121.947,164328
Non è Easy,2SdYuBGvuX0L7KbWiFhLzg,Shiva,2K5nCggbhSZ00YCYP5qkZS,Non è Easy,2C8BWxEdF4kCgUH4FpT2cP,0.878,0.582,10,-5.571,0,0.195,0.00835,0.0,0.122,0.239,129.068,164657
LAPROVINCE #2,19K6cNyRncbtR4SA78bIHa,"['Rhove', 'Madfingerz']","['44DWomjW1oDuxIoBIRpmQ4', '4VmOlyJsnQB93ZIGMO2XWo']",PROVINCIALE,3neHYsGA6MSGSahkig6gCq,0.805,0.588,1,-6.573,1,0.301,0.323,0.0,0.126,0.666,76.203,116500
Bisous,74lz9d1soQih0k9QtN0acn,"['Medy', 'Timongothekeys']","['3lbFUmlaNMa9ZVSabLlkhn', '1pXa6QH7HpQcw3FCP7MQQk']",Bisous,18WfbdpSPZ3Gx1qlMlHGSP,0.833,0.728,8,-4.059,1,0.19,0.0455,0.0,0.262,0.672,126.934,154961
"NIK OMMOK (feat. Sacky, Kodes)",7GkOWPMoaJKt62zMLhngAR,"['Keta', 'Nko', 'Sacky', 'Kodes']","['0noBqdN1IGlVyoYkpd6Vrn', '4kTOsBwxhA2Sn4PSs7PqnN', '1sybJwRGo9WiiqcZLzzAbS', '3fnfvu19t4JYyEkRldXsO5']",ERROR 442,3cvVjdslZvZ8Ti1BeDXxEU,0.726,0.886,4,-2.837,0,0.349,0.284,0.0,0.0706,0.565,138.947,186475
"BISTURI (feat. Fresh laDouille, Philip)",5pVYBehsHj6iiCtiV5UOwQ,"['Simba La Rue', 'Bobo', 'Fresh La Douille', 'Philip']","['2PEMswqQspTSsAltdeF5kO', '4W6DLx1j8rZzzcbMuUd42J', '1ssrFpfMmM0vRx85eO2XKL', '0rq5wppHKGTFcdl8da5ODZ']",CRIMI,0A6H9ZeitwXVP5FpsY8Vud,0.784,0.54,3,-9.968,0,0.411,0.395,1.82e-06,0.119,0.547,144.908,147742
Seignosse,1aHWdsWQooVkRhZL2oU8m2,"['Rhove', 'Madfingerz']","['44DWomjW1oDuxIoBIRpmQ4', '4VmOlyJsnQB93ZIGMO2XWo']",Seignosse,5TmDheBbiIysuxMl2Qjhfg,0.919,0.591,10,-5.668,0,0.245,0.192,8.22e-06,0.1,0.159,104.959,176427
YO,50ku9kOIoxwfKfdQCqbe8m,"['Mikush', 'Timongothekeys']","['3eBlbhY21Q1L6xwbVMCQa1', '1pXa6QH7HpQcw3FCP7MQQk']",YO,27hO8daTikBVebKuEhZFGT,0.612,0.852,1,-3.279,1,0.245,0.122,0.000164,0.0975,0.384,148.028,145200
Michelle Pfeiffer (feat. Tony Effe),1CGMJZj8kKIuK9kkO2TT7c,"['Rose Villain', 'Tony Effe']","['2aya6KuqjXEhHBqYKsTPLs', '6CKch2otN4SPznHf9ms5JF']",Michelle Pfeiffer (feat. Tony Effe),4sjE4QuZcasRCp7uYCdcv5,0.778,0.679,5,-7.824,0,0.126,0.382,8.36e-06,0.178,0.57,130.074,180775
EGO,0tn0i6zH7uEhRDrT0Yticv,Icy Subzero,24oVOFAARWAYUb1LaedbI0,Sottozero,5W5MeWj7h77dMUazvzjR5w,0.607,0.877,3,-5.452,0,0.177,0.0285,0.0,0.346,0.456,125.025,171839
ItalGarage,43CigdSvQSNuQs1ccxS7V1,"['Kuremino', 'Madfingerz']","['1V4Yspflqmghgh91FQJW9n', '4VmOlyJsnQB93ZIGMO2XWo']",ItalGarage,2wA2lNv7d0fsO7sxTFpdap,0.82,0.509,0,-7.777,0,0.186,0.184,7.61e-05,0.142,0.239,169.92,144000
TÊTE (feat. Medy & VillaBanks),14XAuSrVFla2uyMiYVwQtq,"['AVA', 'Medy', 'VillaBanks']","['7zPS3i8YJBNeDcqXUHfCMr', '3lbFUmlaNMa9ZVSabLlkhn', '3ASAxVN1hNoYfoMcIkzZWL']",TÊTE (feat. Medy & VillaBanks),5TL8p0VHTb54SA7FGhL8lG,0.588,0.744,1,-3.927,0,0.324,0.0153,0.0,0.0743,0.55,130.066,180905
Quartieri Vuoti,7qFgh3NNK5Qv8ZdbW2O4Ss,"['Rayan', 'Intifaya']","['6doCr3greqY545Eo7IsY3m', '1sSz8a84ezDX1LhXCIgt41']",Dark Days,41Tkn4XnbcB7bwFf5lSBR3,0.757,0.772,11,-6.909,0,0.154,0.337,0.0,0.352,0.524,119.014,151115
Euro (feat. MamboLosco),3qanl7UCCnorJpPC3M1QCX,"['Wayne Santana', 'MamboLosco']","['4FiPwqm4GHYuJyldqILugY', '4BFn4jmfqSNaHtPWHTcy41']",Succo Di Zenzero Vol. 2,3Kqru3VLXk8dzaBuzC5WRl,0.757,0.578,11,-8.072,1,0.112,0.0742,0.0,0.0843,0.327,125.974,148452
Akha akha,5sNocNCpkiuDIwBqB6eltH,"['Almas', 'Simba La Rue', 'Bobo']","['0M81CoQJFvfJH9BNnJvbQl', '2PEMswqQspTSsAltdeF5kO', '4W6DLx1j8rZzzcbMuUd42J']",Mes raisons,6adLL7AexQ4DaZWf0W7Szs,0.702,0.377,8,-14.65,1,0.434,0.202,0.000966,0.215,0.691,139.905,162857
Pornstar (feat. Sfera Ebbasta),2r0uxpCJHJC6KDNEVNQAM2,"['Gemitaiz', 'Sfera Ebbasta']","['4upwdFMlZBmQ68jP9jPzjK', '23TFHmajVfBtlRx5MXqgoz']",Eclissi,0VliboIrLzdC2Qgjdm5V4S,0.792,0.568,0,-6.197,0,0.0342,0.00803,1.41e-05,0.228,0.183,100.002,237266
C'EST PAS FACIL,2XvuRXS2yd2E8RanepS7SJ,"['Neima Ezza', 'Dystopic']","['754BUADwzMYecBgOoBaetK', '0bHol2ItTHAlLsW89chAQj']",Giù,7vo7aun2FjdwkfP81Gy8w3,0.794,0.685,0,-6.73,1,0.0416,0.26,1.64e-05,0.201,0.739,127.976,201160
Plaquette,2r3tMClmk1Cw974ByW20ny,Nabi,5CqlDzj8DSqsklkXuTYfSd,Plaquette,2VGAKLqF0nTWezZINNzccY,0.82,0.945,9,-5.376,1,0.105,0.325,0.0,0.111,0.654,109.986,158836
Soldi Puliti,02OFJLIZuX5l0IKApndnkh,Shiva,2K5nCggbhSZ00YCYP5qkZS,Soldi Puliti,0EGdVToK2bi2arUQ1PWtY4,0.725,0.706,9,-5.255,1,0.452,0.0084,0.0,0.122,0.62,119.88,159840
X6 (feat. BIA),723BtHZOTCxN2xOselHQpG,"['Sfera Ebbasta', 'Rvssian', 'BIA']","['23TFHmajVfBtlRx5MXqgoz', '1fctva4kpRbg2k3v7kwRuS', '6veh5zbFpm31XsPdjBgPER']",Italiano,6mcfFvRK1uZEoCa6P1xuxl,0.908,0.496,5,-8.364,0,0.0783,0.145,1.57e-06,0.0754,0.541,120.039,174216
Piazza Di Spaccio (feat. Simba La Rue),0kowoL7HY8wPI6XhWLfPIT,"['167 Gang', 'Simba La Rue']","['2m43lP1Wo0IPyxVG4ofE33', '2PEMswqQspTSsAltdeF5kO']",Piazza Di Spaccio (feat. Simba La Rue),38c8WKwaX5MRwX2moKtYBz,0.775,0.586,9,-8.246,1,0.272,0.0678,0.0,0.345,0.746,154.894,146529
BlaBlaBla,5hGjnVZzA563cMLHy22keP,"['MamboLosco', 'Nardi', 'Finesse']","['4BFn4jmfqSNaHtPWHTcy41', '5Weajr5biqrfs2QaSMUhCG', '3GWuJyC9r6Ug0F6jeLzTpY']",BlaBlaBla,7mqK8UcO20KLRVvlWObIf7,0.699,0.541,7,-8.885,1,0.36,0.498,2.29e-06,0.128,0.245,139.642,113512
MUJER,6K8MYTkn5mZzF6p14hV5cj,Icy Subzero,24oVOFAARWAYUb1LaedbI0,MUJER,6qr1f4DPu36HcaQ2T26SFV,0.651,0.819,4,-4.695,0,0.175,0.32,0.0,0.345,0.513,92.003,161739
ZONE,49m02sCjcO63fI78pnZ5Tt,Lobbuten,047IO82bFPi1unHOJ5PnWR,ZONE,6JS1m77aOElcBx5URWIXmu,0.785,0.712,1,-4.121,0,0.319,0.304,4.79e-06,0.122,0.685,145.108,177842
Fottiti (feat. Tony Effe),1J6HctZmOX2JTHlOd1VMpU,"['Bresh', 'SHUNE', 'Tony Effe']","['7FeObngbQ0GY3SojNwKdKn', '5YV5crRpcdknHgEzystZHr', '6CKch2otN4SPznHf9ms5JF']",ORO BLU,1lqbweQ3w6orHhehLOlZim,0.51,0.719,1,-7.434,0,0.266,0.0821,0.0,0.239,0.601,168.032,139938
"Giorni Contati (con Paky, Noyz Narcos, Geolier & Shiva)",6QjpEvmiZIM9qgTQhg5dzi,"['Night Skinny', 'Paky', 'Noyz Narcos', 'Geolier', 'Shiva']","['2E6AK3UPEGCvjnzuygCh2h', '1KQJOTeIMbixtnSWY4sYs2', '49UAapOfpOg1ZOU4xf2NgY', '27LlKWxS3KXW7RRAxN5S8s', '2K5nCggbhSZ00YCYP5qkZS']",Botox,1CjtjrWyjx2eT5OejciTVr,0.643,0.688,10,-7.254,0,0.35,0.403,0.0,0.1,0.483,172.091,172519
RS,0eiQ0yoFFjzhXu5zsSMTDZ,"['Bené', 'Capo Plaza']","['3KQ6K5tg4iklLDO1cNnunn', '5SulO4l40qDuV9zUGLZx7n']",RS,6VgkkGTxGdwyngSWePM7ON,0.774,0.765,7,-4.489,0,0.122,0.381,0.0,0.111,0.338,109.99,214727
Diario del Bando,3iBDMVPpdH191gai24xjYY,"['Mikush', 'Timongothekeys']","['3eBlbhY21Q1L6xwbVMCQa1', '1pXa6QH7HpQcw3FCP7MQQk']",Diario del Bando,0j11kazXCNHuURUGSx01un,0.62,0.696,8,-5.343,0,0.223,0.708,0.0,0.0674,0.521,140.146,147429
Lacoste,4c2QqTzTeKtlj3QoCzAioB,Kalash247,0uWqSeCUMHjnUwa3Ia3ZcL,Lacoste,39rFLARuza644pvJdY76W2,0.741,0.66,1,-8.199,0,0.101,0.478,0.0,0.154,0.769,130.058,154840
"CADILLAC (feat. MV Killa, Geolier, Tony Effe)",1xp1EsyBT4OAWWd8Gkhl60,"['SLF', 'MV Killa', 'Geolier', 'Tony Effe']","['49SLNYRfTi1p9R38NooZKS', '0QqmgpgI0C1DyyDk49vnxY', '27LlKWxS3KXW7RRAxN5S8s', '6CKch2otN4SPznHf9ms5JF']",WE THE SQUAD Vol. 1,2QQRt0wNQI4hN0pyFAfqxK,0.765,0.489,1,-6.325,1,0.26,0.0522,0.0,0.113,0.192,128.172,173906
Mujer (feat. Madame),4jrroLcBiR5ZCT5C7Itd28,"['Shiva', 'Madame']","['2K5nCggbhSZ00YCYP5qkZS', '1vgQksyJ0IVz8y9XerEOy3']",Dark Love EP,5Z5JxIgeTDnZdg6pLootUs,0.857,0.704,2,-4.399,1,0.139,0.112,1.08e-05,0.151,0.357,92.025,161739
JUMPMAN,0IxHQKoQ88BbTOruF42z7K,"['Keta', 'Nko']","['0noBqdN1IGlVyoYkpd6Vrn', '4kTOsBwxhA2Sn4PSs7PqnN']",ERROR 442,3cvVjdslZvZ8Ti1BeDXxEU,0.662,0.888,5,-3.024,1,0.293,0.0263,0.0,0.452,0.542,141.079,149787
Thick (feat. MamboLosco) - Remix,45bjf2E1OwkD58JN7CLr99,"['Slings', 'MamboLosco']","['0XMi14343o5LtUKVdKmMUj', '4BFn4jmfqSNaHtPWHTcy41']",Thick (feat. MamboLosco) [Remix],4mFFBoSp9p60aAGyalV96c,0.921,0.425,0,-10.394,1,0.312,0.0194,0.000427,0.0993,0.708,140.055,131698
USCITO DI GALERA,01DXwNf1GzEJkYTbXgL0eb,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.594,0.746,7,-5.853,0,0.137,0.188,0.0,0.0991,0.0802,164.231,172654
Un'Altra Notte (feat. Priestess),5IiE6zhjY9rsXRLhIOyX5h,"['Gemitaiz', 'MadMan', 'Priestess']","['4upwdFMlZBmQ68jP9jPzjK', '3MkkSf3u5KU52Mb2iMrqeX', '4BrB1p7x1IT8ssky6wdOPT']",Scatola Nera,7rdX1715VhDFVwTVbFLcXM,0.846,0.572,1,-6.988,1,0.0746,0.0379,0.00415,0.283,0.234,127.946,205533
BREAKING NEWS (feat. Vale Pain),1PiT23np5EGwuh8Sme63QS,"['Keta', 'Nko', 'Vale pain']","['0noBqdN1IGlVyoYkpd6Vrn', '4kTOsBwxhA2Sn4PSs7PqnN', '1ZDu0fOcpCIjDwyl2cvk08']",ERROR 442,3cvVjdslZvZ8Ti1BeDXxEU,0.589,0.679,4,-8.827,1,0.25,0.103,0.0,0.139,0.868,138.892,177990
9.19,4xlVDf8pSGnjJGwTT6dyXw,"['Salmo', 'Baby Gang', 'Luciennn', 'Bobo']","['3hBQ4zniNdQf1cqqo6hzuW', '3LvwPiJQJ0da0GurKMToV0', '6qHbYx76y5bQSbBMUYhhuP', '4W6DLx1j8rZzzcbMuUd42J']",BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,0.63,0.794,11,-7.031,0,0.0756,0.209,0.00241,0.126,0.562,90.044,119400
Sono tristi anche le star,5AhoYuhVuAl3fqpIhe46qE,"['Rayan', 'Intifaya']","['6doCr3greqY545Eo7IsY3m', '1sSz8a84ezDX1LhXCIgt41']",Dark Days,41Tkn4XnbcB7bwFf5lSBR3,0.7,0.692,9,-5.951,1,0.0698,0.22,3.61e-05,0.114,0.624,161.918,170597
Click,4RXh5hSHOujWqnbYNcqL4m,"['Zefe', '167 Gang']","['3yNjXWi2WswJfuBZSouJRH', '2m43lP1Wo0IPyxVG4ofE33']",Click,4sqgiuAro7E7ULVcZd1UnR,0.741,0.411,1,-8.377,1,0.269,0.0278,9.93e-06,0.178,0.246,96.907,171959
LAPROVINCE #1,2Z9uQAn8v8m6ZPFh4bsqY4,Rhove,44DWomjW1oDuxIoBIRpmQ4,LAPROVINCE #1,3THjA1Ova7s3TevMi65qTS,0.845,0.747,1,-6.239,1,0.197,0.224,1.63e-05,0.0694,0.51,105.871,158373
King Kong (feat. Omar),5OvdvRJusnW210bD9hHYfC,"['Baby Gang', 'Bobo', 'Omar']","['3LvwPiJQJ0da0GurKMToV0', '4W6DLx1j8rZzzcbMuUd42J', '0a8UQDabWs9zAvJwAeHnOC']",EP1,3bZxXrtUV3uiT3Y3OOAvqP,0.724,0.716,8,-9.722,1,0.273,0.0403,0.000558,0.324,0.442,140.038,174857
3 Stick Freestyle,6YX9c3sbZbGFHylgZq5djZ,Shiva,2K5nCggbhSZ00YCYP5qkZS,3 Stick Freestyle,5gCB3ZfqoJitNde8rQo7L2,0.768,0.872,0,-3.858,1,0.292,0.0142,0.0,0.0814,0.524,118.079,150548
CAGOUL E ASICS,46afjKwG5mhLuJIC9u8KJf,SPOOKYPBL,6083C1SYbF1b4iMciTbpbv,CAGOUL E ASICS,6Wvlaq8oTOtFG1YwFggQ3K,0.771,0.574,10,-7.883,1,0.313,0.639,0.0,0.079,0.508,142.081,125773
3 DI CUORI (feat. Lazza),5w1eX8eQf8Z9jvqTCAtHkY,"['ANNA', 'Lazza']","['7K80yOTC0Id95gRaOxDG5u', '0jdNdfi4vAuVi7a6cPDFBM']",3 DI CUORI (feat. Lazza),7IScTLAkymhF5ltesag29N,0.465,0.844,5,-4.355,0,0.203,0.174,0.0,0.173,0.581,100.122,177600
OPINEL,05HGu6fi32RmJRO5PBJ4Va,"['Simba La Rue', 'Bobo']","['2PEMswqQspTSsAltdeF5kO', '4W6DLx1j8rZzzcbMuUd42J']",OPINEL,2U5ZEIR5SEgFY9RwtU4zIV,0.738,0.548,0,-9.888,1,0.474,0.0876,0.000443,0.279,0.884,139.549,137143
Copacabana (feat. Paky),7rjR36OF6ZPXc6bdoNYKBp,"['Rhove', 'Paky']","['44DWomjW1oDuxIoBIRpmQ4', '1KQJOTeIMbixtnSWY4sYs2']",PROVINCIALE,3neHYsGA6MSGSahkig6gCq,0.772,0.482,2,-7.367,1,0.363,0.204,0.0,0.1,0.448,160.055,194163
Purosangue (feat. Shiva),6ACIFlukKJSlmOHCypNppR,"['Luchè', 'Shiva']","['3yiEJ9SByXZMXTwaKdVFN4', '2K5nCggbhSZ00YCYP5qkZS']",Dove Volano Le Aquile,2fheBMJ0R15riUbISACz2F,0.851,0.772,7,-5.923,1,0.105,0.0179,0.0,0.616,0.316,113.958,170526
Hustle,5p9uRbOaI8YwMa9n3QP4BZ,Capo Plaza,5SulO4l40qDuV9zUGLZx7n,Hustle Mixtape,6LmhYmD5q0vflzqQhkfeN1,0.79,0.917,1,-3.093,1,0.279,0.154,3.81e-05,0.49,0.846,144.095,216606
FEDELE AL QUARTIERE (feat. Vale Pain),1bCqybo9LtdhrNByWLHWx0,"['Neima Ezza', '2nd Roof', 'Vale pain']","['754BUADwzMYecBgOoBaetK', '1eznSku2RY9VSvkhWxXdmx', '1ZDu0fOcpCIjDwyl2cvk08']",Giù,7vo7aun2FjdwkfP81Gy8w3,0.657,0.851,11,-5.339,1,0.038,0.35,4.18e-05,0.111,0.233,97.996,200213
"BTX Posse (con Fabri Fibra, Ernia, Lazza, Tony Effe, Coez, Geolier, Guè, Paky & MamboLosco)",1pHJWDHje5vfV4sTvRNtuT,"['Night Skinny', 'Fabri Fibra', 'Ernia', 'Lazza', 'Tony Effe', 'Coez', 'Geolier', 'Guè', 'Paky', 'MamboLosco']","['2E6AK3UPEGCvjnzuygCh2h', '7u710e44HW3K7A5eTnRqHC', '3fhMfkPPzksWuw0hEm4ldm', '0jdNdfi4vAuVi7a6cPDFBM', '6CKch2otN4SPznHf9ms5JF', '5dXlc7MnpaTeUIsHLVe3n4', '27LlKWxS3KXW7RRAxN5S8s', '7F2utINZ6tSokSiZTQBE27', '1KQJOTeIMbixtnSWY4sYs2', '4BFn4jmfqSNaHtPWHTcy41']",Botox,1CjtjrWyjx2eT5OejciTVr,0.695,0.785,2,-6.814,1,0.309,0.122,0.0,0.0505,0.488,135.063,339556
Blanc Orange (Nanana),477eOHpLpnOJyREyNP3dHG,Rhove,44DWomjW1oDuxIoBIRpmQ4,Blanc Orange (Nanana),4pCtnGn4qdTSLuOni4YoDA,0.804,0.673,4,-5.762,0,0.0497,0.14,0.0,0.295,0.646,135.966,135882
"DREAM TEAM (feat. Pyrex, Capo Plaza, Tedua & Shiva)",4IjDcm8qRdRiwrRtpIdpSD,"['Sick Luke', 'Shiva', 'Capo Plaza', 'Tedua', 'Pyrex']","['0hk4xVujcyOr6USD95wcWb', '2K5nCggbhSZ00YCYP5qkZS', '5SulO4l40qDuV9zUGLZx7n', '1AgAVqo74e2q4FVvg0xpT7', '7h1amg0X7Q5d0D5KfuyKTg']",X2,6ZVOpNfX2JMfAFDqEfmyQ5,0.733,0.678,2,-6.272,1,0.376,0.0397,0.0,0.139,0.305,130.069,158630
"GENNARO & CIRO (feat. Baby Gang, Lacrim, Nko)",2tHqZDSI6pkrvd8I77zvwg,"['Sacky', 'Baby Gang', 'Lacrim', 'Nko']","['1sybJwRGo9WiiqcZLzzAbS', '3LvwPiJQJ0da0GurKMToV0', '7DUTsWY3RBd64vh8UtgtYA', '4kTOsBwxhA2Sn4PSs7PqnN']","GENNARO & CIRO (feat. Baby Gang, Lacrim, Nko)",6PYhY0xhRsF2qy2LOmBhwF,0.498,0.659,1,-8.681,1,0.311,0.157,6.37e-05,0.199,0.391,141.008,173488
Blauer,3Nu1xzgGX1tTyMaw8VdyGa,Paky,1KQJOTeIMbixtnSWY4sYs2,Blauer,14i0xkJKrPJS6Mv8VKOOIK,0.604,0.577,4,-5.613,0,0.162,0.0361,0.00295,0.319,0.209,186.046,176057
STAR WARS - prod. Young Miles - Crookers x Nic Sarno,2umL0eO9N7iNxDay6i2rVi,"['MACHETE', 'Fabri Fibra', 'Massimo Pericolo']","['7Do8se3ZoaVqUt3woqqSrD', '7u710e44HW3K7A5eTnRqHC', '1El4YQA8oCXX7ynFSxRTFq']",MACHETE MIXTAPE 4,5OOd2aAkgZJlYRqYlT1Axz,0.789,0.767,0,-4.54,1,0.119,0.146,0.0,0.0854,0.58,129.961,208622
Goyard,2oyQBfUUcTvMb0ziJU8Z8u,Capo Plaza,5SulO4l40qDuV9zUGLZx7n,Hustle Mixtape,6LmhYmD5q0vflzqQhkfeN1,0.733,0.858,2,-3.784,1,0.102,0.00297,0.0,0.163,0.266,133.032,164088
5 Gocce (feat. Rkomi),3z0GeNGWyVduziP1cQ0mFN,"['Irama', 'Rkomi']","['5iot8OPcosJN9nCl7I5SdK', '056KMTw6IztdQjBmFfVyO3']",Il giorno in cui ho smesso di pensare,2bL1yZKdgMo1syeyCYDwhq,0.742,0.808,4,-5.206,1,0.059,0.279,9.85e-06,0.325,0.846,74.992,160000
BIRKIN (feat. Rondodasosa),7eA4sopBqbiwCfMvrU0504,"['Trenches Baby', 'Rondodasosa']","['3q6fbAYooRJkfLgYgZrDX2', '61bQ4nwIioR8w6PGxzpyY3']",BIRKIN (feat. Rondodasosa),7uXB0wqBqrdSlsf06uHxM6,0.671,0.532,5,-8.811,0,0.244,0.236,0.0,0.0835,0.519,143.886,181622
La Bellavita (feat. Jul),62YtBUOYuyW9qelDb7tFWX,"['Paky', 'Jul']","['1KQJOTeIMbixtnSWY4sYs2', '3IW7ScrzXmPvZhB27hmfgy']",Salvatore Vive,1VSve1RDkpnGq2J1VL1Ux4,0.76,0.699,9,-5.048,0,0.0466,0.025,3.74e-06,0.149,0.512,139.927,194571
